name	type	units	low_cutoff	high_cutoff	sampling_frequency	modulated	n_trials	padding
LMTG-27	EEG	uV	n/a	n/a	1000	1	238	0
LMTG-34	EEG	uV	n/a	n/a	1000	0	183	357390
RMTG-49	EEG	uV	n/a	n/a	1000	1	170	441864
RMTG-50	EEG	uV	n/a	n/a	1000	1	224	90972
RMTG-51	EEG	uV	n/a	n/a	1000	1	237	6498
RMTG-52	EEG	uV	n/a	n/a	1000	1	237	6498
RMTG-53	EEG	uV	n/a	n/a	1000	1	212	168948
