subject	region	channel	trial_idx
sub-MU2-s2	LMTG	9	2
sub-MU2-s2	LMTG	9	4
sub-MU2-s2	LMTG	9	7
sub-MU2-s2	LMTG	9	9
sub-MU2-s2	LMTG	9	10
sub-MU2-s2	LMTG	9	12
sub-MU2-s2	LMTG	9	13
sub-MU2-s2	LMTG	9	14
sub-MU2-s2	LMTG	9	17
sub-MU2-s2	LMTG	9	18
sub-MU2-s2	LMTG	9	24
sub-MU2-s2	LMTG	9	25
sub-MU2-s2	LMTG	9	29
sub-MU2-s2	LMTG	9	30
sub-MU2-s2	LMTG	9	31
sub-MU2-s2	LMTG	9	32
sub-MU2-s2	LMTG	9	39
sub-MU2-s2	LMTG	9	41
sub-MU2-s2	LMTG	9	43
sub-MU2-s2	LMTG	9	44
sub-MU2-s2	LMTG	9	49
sub-MU2-s2	LMTG	9	50
sub-MU2-s2	LMTG	9	51
sub-MU2-s2	LMTG	9	53
sub-MU2-s2	LMTG	9	54
sub-MU2-s2	LMTG	9	55
sub-MU2-s2	LMTG	9	57
sub-MU2-s2	LMTG	9	58
sub-MU2-s2	LMTG	9	59
sub-MU2-s2	LMTG	9	60
sub-MU2-s2	LMTG	9	61
sub-MU2-s2	LMTG	9	62
sub-MU2-s2	LMTG	9	65
sub-MU2-s2	LMTG	9	66
sub-MU2-s2	LMTG	9	68
sub-MU2-s2	LMTG	9	73
sub-MU2-s2	LMTG	9	74
sub-MU2-s2	LMTG	9	81
sub-MU2-s2	LMTG	9	91
sub-MU2-s2	LMTG	9	94
sub-MU2-s2	LMTG	9	100
sub-MU2-s2	LMTG	9	101
sub-MU2-s2	LMTG	9	103
sub-MU2-s2	LMTG	16	1
sub-MU2-s2	LMTG	16	2
sub-MU2-s2	LMTG	16	3
sub-MU2-s2	LMTG	16	4
sub-MU2-s2	LMTG	16	5
sub-MU2-s2	LMTG	16	7
sub-MU2-s2	LMTG	16	8
sub-MU2-s2	LMTG	16	9
sub-MU2-s2	LMTG	16	10
sub-MU2-s2	LMTG	16	11
sub-MU2-s2	LMTG	16	12
sub-MU2-s2	LMTG	16	13
sub-MU2-s2	LMTG	16	14
sub-MU2-s2	LMTG	16	15
sub-MU2-s2	LMTG	16	17
sub-MU2-s2	LMTG	16	18
sub-MU2-s2	LMTG	16	22
sub-MU2-s2	LMTG	16	24
sub-MU2-s2	LMTG	16	25
sub-MU2-s2	LMTG	16	26
sub-MU2-s2	LMTG	16	27
sub-MU2-s2	LMTG	16	29
sub-MU2-s2	LMTG	16	30
sub-MU2-s2	LMTG	16	31
sub-MU2-s2	LMTG	16	32
sub-MU2-s2	LMTG	16	33
sub-MU2-s2	LMTG	16	34
sub-MU2-s2	LMTG	16	37
sub-MU2-s2	LMTG	16	38
sub-MU2-s2	LMTG	16	39
sub-MU2-s2	LMTG	16	40
sub-MU2-s2	LMTG	16	41
sub-MU2-s2	LMTG	16	42
sub-MU2-s2	LMTG	16	43
sub-MU2-s2	LMTG	16	44
sub-MU2-s2	LMTG	16	48
sub-MU2-s2	LMTG	16	49
sub-MU2-s2	LMTG	16	50
sub-MU2-s2	LMTG	16	51
sub-MU2-s2	LMTG	16	52
sub-MU2-s2	LMTG	16	53
sub-MU2-s2	LMTG	16	54
sub-MU2-s2	LMTG	16	55
sub-MU2-s2	LMTG	16	56
sub-MU2-s2	LMTG	16	57
sub-MU2-s2	LMTG	16	58
sub-MU2-s2	LMTG	16	59
sub-MU2-s2	LMTG	16	60
sub-MU2-s2	LMTG	16	61
sub-MU2-s2	LMTG	16	62
sub-MU2-s2	LMTG	16	65
sub-MU2-s2	LMTG	16	66
sub-MU2-s2	LMTG	16	68
sub-MU2-s2	LMTG	16	69
sub-MU2-s2	LMTG	16	70
sub-MU2-s2	LMTG	16	71
sub-MU2-s2	LMTG	16	72
sub-MU2-s2	LMTG	16	73
sub-MU2-s2	LMTG	16	74
sub-MU2-s2	LMTG	16	75
sub-MU2-s2	LMTG	16	80
sub-MU2-s2	LMTG	16	83
sub-MU2-s2	LMTG	16	84
sub-MU2-s2	LMTG	16	86
sub-MU2-s2	LMTG	16	87
sub-MU2-s2	LMTG	16	91
sub-MU2-s2	LMTG	16	94
sub-MU2-s2	LMTG	16	95
sub-MU2-s2	LMTG	16	97
sub-MU2-s2	LMTG	16	98
sub-MU2-s2	LMTG	16	99
sub-MU2-s2	LMTG	16	100
sub-MU2-s2	LMTG	16	101
sub-MU2-s2	LMTG	16	102
sub-MU2-s2	LMTG	16	103
sub-MU2-s2	LMTG	17	1
sub-MU2-s2	LMTG	17	2
sub-MU2-s2	LMTG	17	3
sub-MU2-s2	LMTG	17	4
sub-MU2-s2	LMTG	17	5
sub-MU2-s2	LMTG	17	7
sub-MU2-s2	LMTG	17	8
