name	type	units	low_cutoff	high_cutoff	sampling_frequency	modulated	n_trials	padding
LMTG-32	EEG	uV	n/a	n/a	1000	1	119	0
LMTG-33	EEG	uV	n/a	n/a	1000	1	119	0
LMTG-34	EEG	uV	n/a	n/a	1000	0	118	6498
LMTG-35	EEG	uV	n/a	n/a	1000	1	94	162450
LMTG-36	EEG	uV	n/a	n/a	1000	1	99	129960
RMFG-53	EEG	uV	n/a	n/a	1000	1	101	116964
RMFG-54	EEG	uV	n/a	n/a	1000	0	82	240426
RMFG-68	EEG	uV	n/a	n/a	1000	1	106	84474
RMFG-69	EEG	uV	n/a	n/a	1000	0	70	318402
