subject	region	channel	trial_idx
sub-P4	LMTG	32	3
sub-P4	LMTG	32	6
sub-P4	LMTG	32	7
sub-P4	LMTG	32	8
sub-P4	LMTG	32	9
sub-P4	LMTG	32	11
sub-P4	LMTG	32	12
sub-P4	LMTG	32	13
sub-P4	LMTG	32	14
sub-P4	LMTG	32	15
sub-P4	LMTG	32	16
sub-P4	LMTG	32	17
sub-P4	LMTG	32	18
sub-P4	LMTG	32	19
sub-P4	LMTG	32	20
sub-P4	LMTG	32	21
sub-P4	LMTG	32	22
sub-P4	LMTG	32	23
sub-P4	LMTG	32	25
sub-P4	LMTG	32	26
sub-P4	LMTG	32	27
sub-P4	LMTG	32	28
sub-P4	LMTG	32	29
sub-P4	LMTG	32	30
sub-P4	LMTG	32	31
sub-P4	LMTG	32	32
sub-P4	LMTG	32	33
sub-P4	LMTG	32	34
sub-P4	LMTG	32	35
sub-P4	LMTG	32	37
sub-P4	LMTG	32	39
sub-P4	LMTG	32	40
sub-P4	LMTG	32	41
sub-P4	LMTG	32	42
sub-P4	LMTG	32	43
sub-P4	LMTG	32	44
sub-P4	LMTG	32	45
sub-P4	LMTG	32	49
sub-P4	LMTG	32	50
sub-P4	LMTG	32	51
sub-P4	LMTG	32	52
sub-P4	LMTG	32	54
sub-P4	LMTG	32	55
sub-P4	LMTG	32	57
sub-P4	LMTG	32	58
sub-P4	LMTG	32	59
sub-P4	LMTG	32	60
sub-P4	LMTG	32	61
sub-P4	LMTG	32	64
sub-P4	LMTG	32	65
sub-P4	LMTG	32	66
sub-P4	LMTG	32	67
sub-P4	LMTG	32	69
sub-P4	LMTG	32	70
sub-P4	LMTG	32	73
sub-P4	LMTG	32	74
sub-P4	LMTG	32	75
sub-P4	LMTG	32	78
sub-P4	LMTG	32	83
sub-P4	LMTG	32	84
sub-P4	LMTG	32	85
sub-P4	LMTG	32	86
sub-P4	LMTG	32	87
sub-P4	LMTG	32	88
sub-P4	LMTG	32	89
sub-P4	LMTG	32	90
sub-P4	LMTG	32	91
sub-P4	LMTG	32	92
sub-P4	LMTG	32	93
sub-P4	LMTG	32	94
sub-P4	LMTG	32	95
sub-P4	LMTG	32	96
sub-P4	LMTG	32	99
sub-P4	LMTG	32	101
sub-P4	LMTG	32	102
sub-P4	LMTG	32	103
sub-P4	LMTG	32	104
sub-P4	LMTG	32	105
