channel	perf1	perf2	perf3
139	1	1	1
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	0
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	0	1
139	1	1	1
139	1	1	1
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	0
139	1	1	0
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
139	1	1	1
140	1	1	1
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	0
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	0	1
140	1	1	1
140	1	1	1
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	0
140	1	1	0
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
140	1	1	1
67	1	1	1
67	1	1	0
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	0	1
67	1	1	1
67	1	1	1
67	1	1	0
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	0	0
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	0
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
67	1	1	1
