channel	perf1	perf2	perf3
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	0	0
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	0
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
124	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	0	0
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	0
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
135	1	1	1
