subject	region	channel	trial_idx
sub-P2	LMTG	27	2
sub-P2	LMTG	27	4
sub-P2	LMTG	27	6
sub-P2	LMTG	27	8
sub-P2	LMTG	27	10
sub-P2	LMTG	27	11
sub-P2	LMTG	27	13
sub-P2	LMTG	27	14
sub-P2	LMTG	27	15
sub-P2	LMTG	27	19
sub-P2	LMTG	27	20
sub-P2	LMTG	27	22
sub-P2	LMTG	27	23
sub-P2	LMTG	27	25
sub-P2	LMTG	27	28
sub-P2	LMTG	27	30
sub-P2	LMTG	27	31
sub-P2	LMTG	27	34
sub-P2	LMTG	27	35
sub-P2	LMTG	27	37
sub-P2	LMTG	27	39
sub-P2	LMTG	27	41
sub-P2	LMTG	27	42
sub-P2	LMTG	27	44
sub-P2	LMTG	27	46
sub-P2	LMTG	27	50
sub-P2	LMTG	27	51
sub-P2	LMTG	27	52
sub-P2	LMTG	27	53
sub-P2	LMTG	27	54
sub-P2	LMTG	27	55
sub-P2	LMTG	27	57
sub-P2	LMTG	27	58
sub-P2	LMTG	27	60
sub-P2	LMTG	27	68
sub-P2	LMTG	27	69
sub-P2	LMTG	27	72
sub-P2	LMTG	27	74
sub-P2	LMTG	27	76
sub-P2	LMTG	27	77
sub-P2	LMTG	27	78
sub-P2	LMTG	27	79
sub-P2	LMTG	27	80
sub-P2	LMTG	27	81
sub-P2	LMTG	27	82
sub-P2	LMTG	27	83
sub-P2	LMTG	27	85
sub-P2	LMTG	27	86
sub-P2	LMTG	27	88
sub-P2	LMTG	27	89
sub-P2	LMTG	27	92
sub-P2	LMTG	27	95
sub-P2	LMTG	27	98
sub-P2	LMTG	27	99
sub-P2	LMTG	27	101
sub-P2	LMTG	27	103
sub-P2	LMTG	27	105
sub-P2	LMTG	27	106
sub-P2	LMTG	27	108
sub-P2	LMTG	27	110
sub-P2	LMTG	27	112
sub-P2	LMTG	27	114
sub-P2	LMTG	27	116
sub-P2	LMTG	27	117
sub-P2	LMTG	27	118
sub-P2	LMTG	27	121
sub-P2	LMTG	27	123
sub-P2	LMTG	27	125
sub-P2	LMTG	27	127
sub-P2	LMTG	27	128
sub-P2	LMTG	27	130
sub-P2	LMTG	27	131
sub-P2	LMTG	27	134
sub-P2	LMTG	27	135
sub-P2	LMTG	27	137
sub-P2	LMTG	27	139
sub-P2	LMTG	27	140
sub-P2	LMTG	27	141
sub-P2	LMTG	27	142
sub-P2	LMTG	27	143
sub-P2	LMTG	27	144
sub-P2	LMTG	27	145
sub-P2	LMTG	27	147
sub-P2	LMTG	27	149
sub-P2	LMTG	27	152
sub-P2	LMTG	27	154
sub-P2	LMTG	27	156
sub-P2	LMTG	27	158
sub-P2	LMTG	27	160
sub-P2	LMTG	27	162
sub-P2	LMTG	27	163
sub-P2	LMTG	27	165
sub-P2	LMTG	27	166
sub-P2	LMTG	27	169
sub-P2	LMTG	27	170
sub-P2	LMTG	27	174
sub-P2	LMTG	27	177
sub-P2	LMTG	27	178
sub-P2	LMTG	27	179
sub-P2	LMTG	27	180
sub-P2	LMTG	27	181
sub-P2	LMTG	27	183
sub-P2	LMTG	27	184
sub-P2	LMTG	27	185
sub-P2	LMTG	27	188
sub-P2	LMTG	27	189
sub-P2	LMTG	27	190
sub-P2	LMTG	27	193
sub-P2	LMTG	27	194
sub-P2	LMTG	27	196
sub-P2	LMTG	27	198
sub-P2	LMTG	27	200
sub-P2	LMTG	27	202
sub-P2	LMTG	27	203
sub-P2	LMTG	27	205
sub-P2	LMTG	27	207
sub-P2	LMTG	27	208
sub-P2	LMTG	27	210
sub-P2	LMTG	27	212
sub-P2	LMTG	27	213
sub-P2	LMTG	27	214
sub-P2	LMTG	27	216
sub-P2	LMTG	27	218
sub-P2	LMTG	27	221
sub-P2	LMTG	27	223
sub-P2	LMTG	27	225
sub-P2	LMTG	27	232
sub-P2	LMTG	27	238
sub-P2	LMTG	27	239
sub-P2	LMTG	27	240
sub-P2	LMTG	27	242
sub-P2	LMTG	27	243
sub-P2	LMTG	27	246
sub-P2	LMTG	27	248
sub-P2	LMTG	27	249
sub-P2	LMTG	27	250
sub-P2	LMTG	27	253
sub-P2	LMTG	27	255
sub-P2	LMTG	27	256
sub-P2	LMTG	27	259
sub-P2	LMTG	27	260
sub-P2	LMTG	27	264
sub-P2	LMTG	27	266
sub-P2	LMTG	27	267
sub-P2	LMTG	27	268
sub-P2	LMTG	27	270
sub-P2	LMTG	27	272
sub-P2	LMTG	27	274
sub-P2	LMTG	27	275
sub-P2	LMTG	27	276
sub-P2	LMTG	27	278
sub-P2	LMTG	27	280
sub-P2	LMTG	27	283
sub-P2	LMTG	27	284
sub-P2	LMTG	27	288
sub-P2	LMTG	27	289
sub-P2	LMTG	27	292
sub-P2	LMTG	27	294
sub-P2	LMTG	27	295
sub-P2	LMTG	27	297
sub-P2	LMTG	27	298
sub-P2	LMTG	27	300
sub-P2	LMTG	27	301
sub-P2	LMTG	27	305
sub-P2	LMTG	27	310
sub-P2	LMTG	27	312
sub-P2	LMTG	27	313
sub-P2	LMTG	27	315
sub-P2	LMTG	27	316
sub-P2	LMTG	27	317
sub-P2	LMTG	27	318
sub-P2	LMTG	27	320
sub-P2	LMTG	27	322
sub-P2	LMTG	27	323
sub-P2	LMTG	27	325
sub-P2	LMTG	27	327
sub-P2	LMTG	27	329
sub-P2	LMTG	27	330
sub-P2	LMTG	27	331
sub-P2	LMTG	27	333
sub-P2	LMTG	27	335
sub-P2	LMTG	27	337
sub-P2	LMTG	27	341
sub-P2	LMTG	27	342
sub-P2	LMTG	27	344
sub-P2	LMTG	27	348
sub-P2	LMTG	27	350
sub-P2	LMTG	27	354
sub-P2	LMTG	27	356
sub-P2	LMTG	27	358
sub-P2	LMTG	27	360
sub-P2	LMTG	27	361
sub-P2	LMTG	27	363
sub-P2	LMTG	27	365
sub-P2	LMTG	27	366
sub-P2	LMTG	27	367
sub-P2	LMTG	27	369
sub-P2	LMTG	27	372
sub-P2	LMTG	27	376
sub-P2	LMTG	27	378
sub-P2	LMTG	27	380
sub-P2	LMTG	27	382
sub-P2	LMTG	27	387
sub-P2	LMTG	27	388
sub-P2	LMTG	27	391
sub-P2	LMTG	27	392
sub-P2	LMTG	27	399
sub-P2	LMTG	27	400
sub-P2	LMTG	27	402
sub-P2	LMTG	27	404
sub-P2	LMTG	27	405
sub-P2	LMTG	27	406
sub-P2	LMTG	27	407
sub-P2	LMTG	27	409
sub-P2	LMTG	27	412
sub-P2	LMTG	27	414
sub-P2	LMTG	27	417
sub-P2	LMTG	27	418
sub-P2	LMTG	27	421
sub-P2	LMTG	27	424
sub-P2	LMTG	27	426
sub-P2	LMTG	27	428
sub-P2	LMTG	27	432
sub-P2	LMTG	27	433
sub-P2	LMTG	27	436
sub-P2	LMTG	27	437
sub-P2	LMTG	27	439
sub-P2	LMTG	27	442
sub-P2	LMTG	27	443
sub-P2	LMTG	27	446
sub-P2	LMTG	27	448
sub-P2	LMTG	27	449
